Scenario,Period,Scope,Processor,Interface,Orientation,RoegenType,Value,Unit,Level,System,Subsystem,Sphere
Scenario1,2011,External,Society,Biodiesel,Input,Flow,4500.0,tonnes,“n+1”,NL,Local,Biosphere
Scenario1,2011,External,Society,Biodiesel,Output,flow,4500.0,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,External,Society,Bioethanol,Input,Flow,3600.0,tonnes,“n+1”,NL,Local,Biosphere
Scenario1,2011,External,Society,Bioethanol,Output,flow,3600.0,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,External,Society,Biofuel,Input,flow,8100.0,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,External,Society,Biofuel,Output,flow,8100.0,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,External,Society.CommerceImports,Biodiesel,Output,Flow,4500.0,tonnes,,NL,External,Biosphere
Scenario1,2011,External,Society.CommerceImports,Bioethanol,Output,Flow,3600.0,tonnes,,NL,External,Biosphere
Scenario1,2011,External,Society.CommerceImports,Biofuel,Output,flow,8100.0,tonnes,,NL,External,Technosphere
Scenario1,2011,Internal,Society,Biodiesel,Input,Flow,6750.0,tonnes,“n+1”,NL,Local,Biosphere
Scenario1,2011,Internal,Society,Biodiesel,Output,flow,25000.0,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,Bioethanol,Input,Flow,9600.0,tonnes,“n+1”,NL,Local,Biosphere
Scenario1,2011,Internal,Society,Bioethanol,Output,flow,32000.0,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,Biofuel,Input,flow,16350.0,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,Biofuel,Output,flow,57000.0,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,BlueWater,Input,flow,259937.425,m3,“n+1”,NL,Local,Biosphere
Scenario1,2011,Internal,Society,CropProduction,Input,flow,198902.995,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,CropProduction,Output,flow,198902.995,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,Diesel,Input,flow,644543.984,l,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,Elec,Input,flow,6431308.076,kWh,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,Fertilizer,Input,flow,1377183.468,kg,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,FertilizerK2O,Input,flow,203062.551,kg,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,FertilizerN,Input,flow,995289.636,kg,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,FertilizerP2O5,Input,flow,178831.28,kg,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,GreenWater,Input,flow,24098339.655,m3,“n+1”,NL,Local,Biosphere
Scenario1,2011,Internal,Society,HA,Input,fund,113779.23,h,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,Heat,Input,flow,155786139.311,MJ,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,LU,Input,fund,6741.136,ha,“n+1”,NL,Local,Biosphere
Scenario1,2011,Internal,Society,Maize,Input,flow,15022.08,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,Maize,Output,flow,15022.08,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,PalmFruit,Input,flow,4768.9,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,PalmFruit,Output,flow,4768.9,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,RapeSeed,Input,flow,12105.23,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,RapeSeed,Output,flow,12105.23,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,SoyBean,Input,flow,18526.786,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,SoyBean,Output,flow,18526.786,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,SugarBeet,Input,flow,70656.0,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,SugarBeet,Output,flow,70656.0,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,SugarCane,Input,flow,69120.0,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,SugarCane,Output,flow,69120.0,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,Wheat,Input,flow,8704.0,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society,Wheat,Output,flow,8704.0,tonnes,“n+1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,Biodiesel,Output,Flow,25000.0,tonnes,“n”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel,Biofuel,Output,flow,25000.0,tonnes,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,BlueWater,Input,flow,0.0,m3,“n”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel,CropProduction,Input,flow,35400.915,tonnes,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,CropProduction,Output,flow,35400.915,tonnes,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,Diesel,Input,flow,93468.689,l,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,Elec,Input,flow,1479632.428,kWh,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,Fertilizer,Input,flow,827268.716,kg,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,FertilizerK2O,Input,flow,105608.772,kg,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,FertilizerN,Input,flow,633652.633,kg,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,FertilizerP2O5,Input,flow,88007.31,kg,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,GreenWater,Input,flow,10606550.902,m3,“n”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel,HA,Input,fund,48705.523,h,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,Heat,Input,flow,17508251.311,MJ,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,LU,Input,fund,3520.292,ha,“n”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel,PalmFruit,Input,flow,4768.9,tonnes,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,PalmFruit,Output,flow,4768.9,tonnes,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,RapeSeed,Input,flow,12105.23,tonnes,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,RapeSeed,Output,flow,12105.23,tonnes,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,SoyBean,Input,flow,18526.786,tonnes,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel,SoyBean,Output,flow,18526.786,tonnes,“n”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,Biodiesel,Output,Flow,25000.0,tonnes,“n-1”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,Biofuel,Output,flow,25000.0,tonnes,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,BlueWater,Input,flow,0.0,m3,“n-1”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,CropProduction,Input,flow,35400.915,tonnes,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,CropProduction,Output,flow,35400.915,tonnes,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,Diesel,Input,flow,93468.689,l,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,Elec,Input,flow,1479632.428,kWh,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,Fertilizer,Input,flow,827268.716,kg,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,FertilizerK2O,Input,flow,105608.772,kg,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,FertilizerN,Input,flow,633652.633,kg,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,FertilizerP2O5,Input,flow,88007.31,kg,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,GreenWater,Input,flow,10606550.902,m3,“n-1”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,HA,Input,fund,48705.523,h,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,Heat,Input,flow,17508251.311,MJ,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,LU,Input,fund,3520.292,ha,“n-1”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,PalmFruit,Input,flow,4768.9,tonnes,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,PalmFruit,Output,flow,4768.9,tonnes,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,RapeSeed,Input,flow,12105.23,tonnes,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,RapeSeed,Output,flow,12105.23,tonnes,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,SoyBean,Input,flow,18526.786,tonnes,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops,SoyBean,Output,flow,18526.786,tonnes,“n-1”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil,Biodiesel,Output,Flow,1500.0,tonnes,“n-2”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil,Biofuel,Output,flow,1500.0,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil,CropProduction,Input,flow,1430.67,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil,CropProduction,Output,flow,1430.67,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil,Elec,Input,flow,15642.0,kWh,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil,HA,Input,fund,420.0,h,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil,Heat,Input,flow,323302.8,MJ,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil,PalmFruit,Input,flow,1430.67,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil,PalmFruit,Output,flow,1430.67,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilCrop,CropProduction,Output,flow,1430.67,tonnes,“n-3”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilCrop,PalmFruit,Output,Flow,1430.67,tonnes,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilProcessing,Biodiesel,Output,Flow,300.0,tonnes,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilProcessing,Biofuel,Output,flow,300.0,tonnes,“n-3”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilProcessing,BlueWaterIn,Input,Flow,4391.848,m3,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilProcessing,BlueWaterOut,Output,Flow,2314.41,m3,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilProcessing,CropProduction,Input,flow,1430.67,tonnes,“n-3”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilProcessing,Elec,Input,Flow,15642.0,kWh,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilProcessing,HA,Input,Flow,420.0,h,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilProcessing,Heat,Input,Flow,323302.8,MJ,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilProcessing,PalmFruit,Input,Flow,1430.67,tonnes,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,Biodiesel,Output,Flow,1500.0,tonnes,“n-2”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,Biofuel,Output,flow,1500.0,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,BlueWater,Input,flow,0.0,m3,“n-2”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,CropProduction,Input,flow,2421.046,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,CropProduction,Output,flow,2421.046,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,Diesel,Input,flow,18693.738,l,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,Elec,Input,flow,180918.0,kWh,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,Fertilizer,Input,flow,165453.743,kg,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,FertilizerK2O,Input,flow,21121.754,kg,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,FertilizerN,Input,flow,126730.527,kg,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,FertilizerP2O5,Input,flow,17601.462,kg,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,GreenWater,Input,flow,2121310.18,m3,“n-2”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,HA,Input,fund,8936.105,h,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,Heat,Input,flow,1120878.0,MJ,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,LU,Input,fund,704.058,ha,“n-2”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,RapeSeed,Input,flow,2421.046,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed,RapeSeed,Output,flow,2421.046,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,BlueWater,Input,Flow,0.0,m3,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,CropProduction,Output,flow,2421.046,tonnes,“n-3”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,Diesel,Input,Flow,18693.738,l,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,Fertilizer,Input,flow,165453.743,kg,“n-3”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,FertilizerK2O,Input,Flow,21121.754,kg,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,FertilizerN,Input,Flow,126730.527,kg,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,FertilizerP2O5,Input,Flow,17601.462,kg,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,GreenWater,Input,Flow,2121310.18,m3,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,HA,Input,Flow,8306.105,h,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,LU,Input,Flow,704.058,ha,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,RapeSeed,Output,Flow,2421.046,tonnes,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,Biodiesel,Output,Flow,900.0,tonnes,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,Biofuel,Output,flow,900.0,tonnes,“n-3”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,BlueWaterIn,Input,Flow,381.257,m3,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,BlueWaterOut,Output,Flow,178.36,m3,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,CropProduction,Input,flow,2421.046,tonnes,“n-3”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,Elec,Input,Flow,180918.0,kWh,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,HA,Input,Flow,630.0,h,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,Heat,Input,Flow,1120878.0,MJ,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,RapeSeed,Input,Flow,2421.046,tonnes,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean,Biodiesel,Output,Flow,5000.0,tonnes,“n-2”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean,Biofuel,Output,flow,5000.0,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean,CropProduction,Input,flow,7410.714,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean,CropProduction,Output,flow,7410.714,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean,Elec,Input,flow,209160.971,kWh,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean,HA,Input,fund,1050.0,h,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean,Heat,Input,flow,4330474.125,MJ,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean,SoyBean,Input,flow,7410.714,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean,SoyBean,Output,flow,7410.714,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanCrop,CropProduction,Output,flow,7410.714,tonnes,“n-3”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanCrop,SoyBean,Output,Flow,7410.714,tonnes,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,Biodiesel,Output,Flow,1500.0,tonnes,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,Biofuel,Output,flow,1500.0,tonnes,“n-3”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,BlueWaterIn,Input,Flow,724.526,m3,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,BlueWaterOut,Output,Flow,478.083,m3,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,CropProduction,Input,flow,7410.714,tonnes,“n-3”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,Elec,Input,Flow,209160.971,kWh,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,HA,Input,Flow,1050.0,h,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,Heat,Input,Flow,4330474.125,MJ,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,SoyBean,Input,Flow,7410.714,tonnes,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil,Biodiesel,Output,Flow,3500.0,tonnes,“n-2”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil,Biofuel,Output,flow,3500.0,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil,CropProduction,Input,flow,3338.23,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil,CropProduction,Output,flow,3338.23,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil,Elec,Input,flow,36498.0,kWh,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil,HA,Input,fund,980.0,h,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil,Heat,Input,flow,754373.2,MJ,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil,PalmFruit,Input,flow,3338.23,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil,PalmFruit,Output,flow,3338.23,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil.PalmOilCrop,CropProduction,Output,flow,3338.23,tonnes,“n-3”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil.PalmOilCrop,PalmFruit,Output,Flow,3338.23,tonnes,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,Biodiesel,Output,Flow,700.0,tonnes,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,Biofuel,Output,flow,700.0,tonnes,“n-3”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,BlueWaterIn,Input,Flow,10247.645,m3,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,BlueWaterOut,Output,Flow,5400.29,m3,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,CropProduction,Input,flow,3338.23,tonnes,“n-3”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,Elec,Input,Flow,36498.0,kWh,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,HA,Input,Flow,980.0,h,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,Heat,Input,Flow,754373.2,MJ,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,PalmFruit,Input,Flow,3338.23,tonnes,“n-3”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.RapeSeed,Biodiesel,Output,Flow,6000.0,tonnes,“n-2”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.RapeSeed,Biofuel,Output,flow,6000.0,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.RapeSeed,BlueWater,Input,flow,0.0,m3,“n-2”,NL,Local,Biosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.RapeSeed,CropProduction,Input,flow,9684.184,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.RapeSeed,CropProduction,Output,flow,9684.184,tonnes,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.RapeSeed,Diesel,Input,flow,74774.951,l,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.RapeSeed,Elec,Input,flow,723672.0,kWh,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.RapeSeed,Fertilizer,Input,flow,661814.973,kg,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.RapeSeed,FertilizerK2O,Input,flow,84487.018,kg,“n-2”,NL,Local,Technosphere
Scenario1,2011,Internal,Society.Biodiesel.OilCrops.RapeSeed,FertilizerN,Input,flow,506922.107,kg,“n-2”,NL,Local,Technosphere
