Scenario,Period,Scope,Processor,Interface,Orientation,RoegenType,Value,Unit,Level,System,Subsystem,Sphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed,HA,Input,fund,31276.366,h,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed,Heat,Input,flow,3923073.0,MJ,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed,LU,Input,fund,2464.205,ha,“n-2”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed,RapeSeed,Input,flow,8473.661,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed,RapeSeed,Output,flow,8473.661,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,BlueWater,Input,Flow,0.0,m3,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,CropProduction,Output,flow,8473.661,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,Diesel,Input,Flow,65428.082,l,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,Fertilizer,Input,flow,579088.101,kg,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,FertilizerK2O,Input,Flow,73926.141,kg,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,FertilizerN,Input,Flow,443556.843,kg,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,FertilizerP2O5,Input,Flow,61605.117,kg,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,GreenWater,Input,Flow,7424585.632,m3,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,HA,Input,Flow,29071.366,h,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,LU,Input,Flow,2464.205,ha,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,RapeSeed,Output,Flow,8473.661,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,Biodiesel,Output,Flow,3150.0,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,Biofuel,Output,flow,3150.0,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,BlueWaterIn,Input,Flow,1334.4,m3,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,BlueWaterOut,Output,Flow,624.261,m3,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,CropProduction,Input,flow,8473.661,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,Elec,Input,Flow,633213.0,kWh,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,HA,Input,Flow,2205.0,h,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,Heat,Input,Flow,3923073.0,MJ,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,RapeSeed,Input,Flow,8473.661,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean,Biodiesel,Output,Flow,8750.0,tonnes,“n-2”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean,Biofuel,Output,flow,8750.0,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean,CropProduction,Input,flow,12968.75,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean,CropProduction,Output,flow,12968.75,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean,Elec,Input,flow,366031.699,kWh,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean,HA,Input,fund,1837.5,h,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean,Heat,Input,flow,7578329.718,MJ,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean,SoyBean,Input,flow,12968.75,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean,SoyBean,Output,flow,12968.75,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanCrop,CropProduction,Output,flow,12968.75,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanCrop,SoyBean,Output,Flow,12968.75,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,Biodiesel,Output,Flow,2625.0,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,Biofuel,Output,flow,2625.0,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,BlueWaterIn,Input,Flow,1267.921,m3,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,BlueWaterOut,Output,Flow,836.645,m3,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,CropProduction,Input,flow,12968.75,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,Elec,Input,Flow,366031.699,kWh,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,HA,Input,Flow,1837.5,h,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,Heat,Input,Flow,7578329.718,MJ,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,SoyBean,Input,Flow,12968.75,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil,Biodiesel,Output,Flow,3500.0,tonnes,“n-2”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil,Biofuel,Output,flow,3500.0,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil,CropProduction,Input,flow,3338.23,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil,CropProduction,Output,flow,3338.23,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil,Elec,Input,flow,36498.0,kWh,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil,HA,Input,fund,980.0,h,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil,Heat,Input,flow,754373.2,MJ,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil,PalmFruit,Input,flow,3338.23,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil,PalmFruit,Output,flow,3338.23,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil.PalmOilCrop,CropProduction,Output,flow,3338.23,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil.PalmOilCrop,PalmFruit,Output,Flow,3338.23,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,Biodiesel,Output,Flow,700.0,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,Biofuel,Output,flow,700.0,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,BlueWaterIn,Input,Flow,10247.645,m3,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,BlueWaterOut,Output,Flow,5400.29,m3,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,CropProduction,Input,flow,3338.23,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,Elec,Input,Flow,36498.0,kWh,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,HA,Input,Flow,980.0,h,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,Heat,Input,Flow,754373.2,MJ,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,PalmFruit,Input,Flow,3338.23,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,Biodiesel,Output,Flow,5250.0,tonnes,“n-2”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,Biofuel,Output,flow,5250.0,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,BlueWater,Input,flow,0.0,m3,“n-2”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,CropProduction,Input,flow,8473.661,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,CropProduction,Output,flow,8473.661,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,Diesel,Input,flow,65428.082,l,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,Elec,Input,flow,633213.0,kWh,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,Fertilizer,Input,flow,579088.101,kg,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,FertilizerK2O,Input,flow,73926.141,kg,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,FertilizerN,Input,flow,443556.843,kg,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,FertilizerP2O5,Input,flow,61605.117,kg,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,GreenWater,Input,flow,7424585.632,m3,“n-2”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,HA,Input,fund,31276.366,h,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,Heat,Input,flow,3923073.0,MJ,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,LU,Input,fund,2464.205,ha,“n-2”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,RapeSeed,Input,flow,8473.661,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed,RapeSeed,Output,flow,8473.661,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,BlueWater,Input,Flow,0.0,m3,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,CropProduction,Output,flow,8473.661,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,Diesel,Input,Flow,65428.082,l,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,Fertilizer,Input,flow,579088.101,kg,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,FertilizerK2O,Input,Flow,73926.141,kg,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,FertilizerN,Input,Flow,443556.843,kg,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,FertilizerP2O5,Input,Flow,61605.117,kg,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,GreenWater,Input,Flow,7424585.632,m3,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,HA,Input,Flow,29071.366,h,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,LU,Input,Flow,2464.205,ha,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,RapeSeed,Output,Flow,8473.661,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedProcessing,Biodiesel,Output,Flow,3150.0,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedProcessing,Biofuel,Output,flow,3150.0,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedProcessing,BlueWaterIn,Input,Flow,1334.4,m3,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedProcessing,BlueWaterOut,Output,Flow,624.261,m3,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedProcessing,CropProduction,Input,flow,8473.661,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedProcessing,Elec,Input,Flow,633213.0,kWh,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedProcessing,HA,Input,Flow,2205.0,h,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedProcessing,Heat,Input,Flow,3923073.0,MJ,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedProcessing,RapeSeed,Input,Flow,8473.661,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean,Biodiesel,Output,Flow,8750.0,tonnes,“n-2”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean,Biofuel,Output,flow,8750.0,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean,CropProduction,Input,flow,12968.75,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean,CropProduction,Output,flow,12968.75,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean,Elec,Input,flow,366031.699,kWh,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean,HA,Input,fund,1837.5,h,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean,Heat,Input,flow,7578329.718,MJ,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean,SoyBean,Input,flow,12968.75,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean,SoyBean,Output,flow,12968.75,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean.SoyBeanCrop,CropProduction,Output,flow,12968.75,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean.SoyBeanCrop,SoyBean,Output,Flow,12968.75,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean.SoyBeanProcessing,Biodiesel,Output,Flow,2625.0,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean.SoyBeanProcessing,Biofuel,Output,flow,2625.0,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean.SoyBeanProcessing,BlueWaterIn,Input,Flow,1267.921,m3,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean.SoyBeanProcessing,BlueWaterOut,Output,Flow,836.645,m3,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean.SoyBeanProcessing,CropProduction,Input,flow,12968.75,tonnes,“n-3”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean.SoyBeanProcessing,Elec,Input,Flow,366031.699,kWh,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean.SoyBeanProcessing,HA,Input,Flow,1837.5,h,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean.SoyBeanProcessing,Heat,Input,Flow,7578329.718,MJ,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Biodiesel.OilCrops.SoyBean.SoyBeanProcessing,SoyBean,Input,Flow,12968.75,tonnes,“n-3”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Bioethanol,Bioethanol,Output,Flow,24000.0,tonnes,“n”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Bioethanol,Biofuel,Output,flow,24000.0,tonnes,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,BlueWater,Input,flow,194953.069,m3,“n”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Bioethanol,CropProduction,Input,flow,122626.56,tonnes,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,CropProduction,Output,flow,122626.56,tonnes,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,Diesel,Input,flow,413306.472,l,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,Elec,Input,flow,3713756.736,kWh,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,Fertilizer,Input,flow,412436.064,kg,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,FertilizerK2O,Input,flow,73090.334,kg,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,FertilizerN,Input,flow,271227.752,kg,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,FertilizerP2O5,Input,flow,68117.978,kg,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,GreenWater,Input,flow,10118841.564,m3,“n”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Bioethanol,HA,Input,fund,48805.28,h,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,Heat,Input,flow,103708416.0,MJ,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,LU,Input,fund,2415.632,ha,“n”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Bioethanol,Maize,Input,flow,11266.56,tonnes,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,Maize,Output,flow,11266.56,tonnes,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,SugarBeet,Input,flow,52992.0,tonnes,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,SugarBeet,Output,flow,52992.0,tonnes,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,SugarCane,Input,flow,51840.0,tonnes,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,SugarCane,Output,flow,51840.0,tonnes,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,Wheat,Input,flow,6528.0,tonnes,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol,Wheat,Output,flow,6528.0,tonnes,“n”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,Bioethanol,Output,Flow,4800.0,tonnes,“n-1”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,Biofuel,Output,flow,4800.0,tonnes,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,BlueWater,Input,flow,183320.839,m3,“n-1”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,CropProduction,Input,flow,17794.56,tonnes,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,CropProduction,Output,flow,17794.56,tonnes,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,Diesel,Input,flow,349164.178,l,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,Elec,Input,flow,2214949.094,kWh,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,Fertilizer,Input,flow,261193.911,kg,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,FertilizerK2O,Input,flow,26656.34,kg,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,FertilizerN,Input,flow,199586.733,kg,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,FertilizerP2O5,Input,flow,34950.839,kg,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,GreenWater,Input,flow,7216331.732,m3,“n-1”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,HA,Input,fund,27019.845,h,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,Heat,Input,flow,78477312.0,MJ,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,LU,Input,fund,1752.29,ha,“n-1”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,Maize,Input,flow,11266.56,tonnes,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,Maize,Output,flow,11266.56,tonnes,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,Wheat,Input,flow,6528.0,tonnes,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals,Wheat,Output,flow,6528.0,tonnes,“n-1”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,Bioethanol,Output,Flow,1920.0,tonnes,“n-2”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,Biofuel,Output,flow,1920.0,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,BlueWater,Input,flow,91660.42,m3,“n-2”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,CropProduction,Input,flow,5633.28,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,CropProduction,Output,flow,5633.28,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,Diesel,Input,flow,136303.756,l,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,Elec,Input,flow,703307.923,kWh,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,Fertilizer,Input,flow,42927.187,kg,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,FertilizerK2O,Input,flow,9133.444,kg,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,FertilizerN,Input,flow,20093.577,kg,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,FertilizerP2O5,Input,flow,13700.166,kg,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,GreenWater,Input,flow,1940969.859,m3,“n-2”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,HA,Input,fund,7270.621,h,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,Heat,Input,flow,25163136.0,MJ,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,LU,Input,fund,456.672,ha,“n-2”,NL,Local,Biosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,Maize,Input,flow,5633.28,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize,Maize,Output,flow,5633.28,tonnes,“n-2”,NL,Local,Technosphere
Scenario2,2011,Total,Society.Bioethanol.Cereals.ExternalMaize.MaizeCrop,BlueWater,Input,Flow,91660.42,m3,“n-3”,NL,Local,Biosphere
